model,imputation,param_model__C,log_C,param_model__min_samples_leaf,param_model__min_samples_split,metric,score,dataset
Decision Tree,II,,,1,2,acc,0.596210756647854,Validation
Decision Tree,II,,,1,5,acc,0.5966125607388333,Validation
Decision Tree,II,,,1,10,acc,0.5983917458933804,Validation
Decision Tree,II,,,1,15,acc,0.5997115075288233,Validation
Decision Tree,II,,,1,20,acc,0.6001703380520976,Validation
Decision Tree,II,,,2,2,acc,0.5959814649270145,Validation
Decision Tree,II,,,2,5,acc,0.5958665225686801,Validation
Decision Tree,II,,,2,10,acc,0.5966699330853622,Validation
Decision Tree,II,,,2,15,acc,0.5991374875656187,Validation
Decision Tree,II,,,2,20,acc,0.5998258074750089,Validation
Decision Tree,II,,,5,2,acc,0.5978750982767046,Validation
Decision Tree,II,,,5,5,acc,0.5978750982767046,Validation
Decision Tree,II,,,5,10,acc,0.5978750982767046,Validation
Decision Tree,II,,,5,15,acc,0.5991377840635336,Validation
Decision Tree,II,,,5,20,acc,0.5997112604472276,Validation
Random Forest,II,,,1,2,acc,0.6112477966498701,Validation
Random Forest,II,,,1,5,acc,0.6120515530807862,Validation
Random Forest,II,,,1,10,acc,0.6127398729901766,Validation
Random Forest,II,,,1,15,acc,0.6130841564856694,Validation
Random Forest,II,,,1,20,acc,0.6130268335554596,Validation
Random Forest,II,,,2,2,acc,0.6127400706554532,Validation
Random Forest,II,,,2,5,acc,0.6156663568263455,Validation
Random Forest,II,,,2,10,acc,0.6141741322370817,Validation
Random Forest,II,,,2,15,acc,0.6140021634464522,Validation
Random Forest,II,,,2,20,acc,0.6159531197263522,Validation
Random Forest,II,,,5,2,acc,0.6169288943642172,Validation
Random Forest,II,,,5,5,acc,0.6169288943642172,Validation
Random Forest,II,,,5,10,acc,0.6169288943642172,Validation
Random Forest,II,,,5,15,acc,0.6184210201208428,Validation
Random Forest,II,,,5,20,acc,0.61905335134064,Validation
Logistic Regression,None,0.001,-6.907755278982137,,,acc,0.6498708010335917,Validation
Logistic Regression,None,0.01,-4.605170185988091,,,acc,0.6498708010335917,Validation
Logistic Regression,None,0.1,-2.3025850929940455,,,acc,0.6498708010335917,Validation
Logistic Regression,None,1.0,0.0,,,acc,0.6498708010335917,Validation
Logistic Regression,None,10.0,2.302585092994046,,,acc,0.6498708010335917,Validation
Logistic Regression,None,100.0,4.605170185988092,,,acc,0.6498708010335917,Validation
Support Vector Machine,None,0.001,-6.907755278982137,,,acc,0.31718346253229973,Validation
Support Vector Machine,None,0.01,-4.605170185988091,,,acc,0.6058785529715763,Validation
Support Vector Machine,None,0.1,-2.3025850929940455,,,acc,0.6546511627906977,Validation
Support Vector Machine,None,1.0,0.0,,,acc,0.6527777777777779,Validation
Support Vector Machine,None,10.0,2.302585092994046,,,acc,0.6528423772609818,Validation
Support Vector Machine,None,100.0,4.605170185988092,,,acc,0.6543281653746771,Validation
Decision Tree,None,,,1,2,acc,0.6114341085271318,Validation
Decision Tree,None,,,1,5,acc,0.6110465116279069,Validation
Decision Tree,None,,,1,10,acc,0.610012919896641,Validation
Decision Tree,None,,,1,15,acc,0.611111111111111,Validation
Decision Tree,None,,,1,20,acc,0.6110465116279069,Validation
Decision Tree,None,,,2,2,acc,0.6102067183462533,Validation
Decision Tree,None,,,2,5,acc,0.6105297157622738,Validation
Decision Tree,None,,,2,10,acc,0.610012919896641,Validation
Decision Tree,None,,,2,15,acc,0.6112403100775193,Validation
Decision Tree,None,,,2,20,acc,0.6113695090439275,Validation
Decision Tree,None,,,5,2,acc,0.6136950904392763,Validation
Decision Tree,None,,,5,5,acc,0.6136950904392763,Validation
Decision Tree,None,,,5,10,acc,0.6136950904392763,Validation
Decision Tree,None,,,5,15,acc,0.6136950904392765,Validation
Decision Tree,None,,,5,20,acc,0.6140180878552972,Validation
Random Forest,None,,,1,2,acc,0.6198966408268733,Validation
Random Forest,None,,,1,5,acc,0.6194444444444444,Validation
Random Forest,None,,,1,10,acc,0.62015503875969,Validation
Random Forest,None,,,1,15,acc,0.6195736434108526,Validation
Random Forest,None,,,1,20,acc,0.6198320413436692,Validation
Random Forest,None,,,2,2,acc,0.6205426356589147,Validation
Random Forest,None,,,2,5,acc,0.6202196382428942,Validation
Random Forest,None,,,2,10,acc,0.6194444444444446,Validation
Random Forest,None,,,2,15,acc,0.6195090439276487,Validation
Random Forest,None,,,2,20,acc,0.619767441860465,Validation
Random Forest,None,,,5,2,acc,0.6195090439276486,Validation
Random Forest,None,,,5,5,acc,0.6195090439276486,Validation
Random Forest,None,,,5,10,acc,0.6195090439276486,Validation
Random Forest,None,,,5,15,acc,0.6181524547803616,Validation
Random Forest,None,,,5,20,acc,0.6200258397932816,Validation
Logistic Regression,MICE,0.001,-6.907755278982137,,,acc,0.6449362356525895,Validation
Logistic Regression,MICE,0.01,-4.605170185988091,,,acc,0.6449362356525895,Validation
Logistic Regression,MICE,0.1,-2.3025850929940455,,,acc,0.6449362356525895,Validation
Logistic Regression,MICE,1.0,0.0,,,acc,0.6449362356525895,Validation
Logistic Regression,MICE,10.0,2.302585092994046,,,acc,0.6449362356525895,Validation
Logistic Regression,MICE,100.0,4.605170185988092,,,acc,0.6449362356525895,Validation
Support Vector Machine,MICE,0.001,-6.907755278982137,,,acc,0.5568927611516572,Validation
Support Vector Machine,MICE,0.01,-4.605170185988091,,,acc,0.6091883221331247,Validation
Support Vector Machine,MICE,0.1,-2.3025850929940455,,,acc,0.645681730243232,Validation
Support Vector Machine,MICE,1.0,0.0,,,acc,0.646428361409215,Validation
Support Vector Machine,MICE,10.0,2.302585092994046,,,acc,0.6452802720664865,Validation
Support Vector Machine,MICE,100.0,4.605170185988092,,,acc,0.6451654779571097,Validation
Decision Tree,MICE,,,1,2,acc,0.5944893885867081,Validation
Decision Tree,MICE,,,1,5,acc,0.5935713816259255,Validation
Decision Tree,MICE,,,1,10,acc,0.595350418531515,Validation
Decision Tree,MICE,,,1,15,acc,0.5966123630735568,Validation
Decision Tree,MICE,,,1,20,acc,0.5959808225148658,Validation
Decision Tree,MICE,,,2,2,acc,0.5929979546585504,Validation
Decision Tree,MICE,,,2,5,acc,0.5928832099654926,Validation
Decision Tree,MICE,,,2,10,acc,0.5941455992544066,Validation
Decision Tree,MICE,,,2,15,acc,0.5955794631707586,Validation
Decision Tree,MICE,,,2,20,acc,0.5956363907704152,Validation
Decision Tree,MICE,,,5,2,acc,0.5997111616145894,Validation
Decision Tree,MICE,,,5,5,acc,0.5997111616145894,Validation
Decision Tree,MICE,,,5,10,acc,0.5997111616145894,Validation
Decision Tree,MICE,,,5,15,acc,0.6000554451100822,Validation
Decision Tree,MICE,,,5,20,acc,0.6005146215475906,Validation
Random Forest,MICE,,,1,2,acc,0.610100448551929,Validation
Random Forest,MICE,,,1,5,acc,0.6115357455415362,Validation
Random Forest,MICE,,,1,10,acc,0.6116499466550834,Validation
Random Forest,MICE,,,1,15,acc,0.6109617749946507,Validation
Random Forest,MICE,,,1,20,acc,0.6130847000651801,Validation
Random Forest,MICE,,,2,2,acc,0.6132574101005968,Validation
Random Forest,MICE,,,2,5,acc,0.613658818861023,Validation
Random Forest,MICE,,,2,10,acc,0.6121088760109961,Validation
Random Forest,MICE,,,2,15,acc,0.6108468820526354,Validation
Random Forest,MICE,,,2,20,acc,0.6130268335554596,Validation
Random Forest,MICE,,,5,2,acc,0.6134284893974816,Validation
Random Forest,MICE,,,5,5,acc,0.6134284893974816,Validation
Random Forest,MICE,,,5,10,acc,0.6134284893974816,Validation
Random Forest,MICE,,,5,15,acc,0.612740021239134,Validation
Random Forest,MICE,,,5,20,acc,0.6144045605332613,Validation
Logistic Regression,KNN,0.001,-6.907755278982137,,,roc_auc,0.6489161469464619,Train
Logistic Regression,KNN,0.01,-4.605170185988091,,,roc_auc,0.6489161469464619,Train
Logistic Regression,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6489161469464619,Train
Logistic Regression,KNN,1.0,0.0,,,roc_auc,0.6489161469464619,Train
Logistic Regression,KNN,10.0,2.302585092994046,,,roc_auc,0.6489161469464619,Train
Logistic Regression,KNN,100.0,4.605170185988092,,,roc_auc,0.6489161469464619,Train
Support Vector Machine,KNN,0.001,-6.907755278982137,,,roc_auc,0.6434859014870362,Train
Support Vector Machine,KNN,0.01,-4.605170185988091,,,roc_auc,0.643773967441981,Train
Support Vector Machine,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6350432198817989,Train
Support Vector Machine,KNN,1.0,0.0,,,roc_auc,0.6441646048452033,Train
Support Vector Machine,KNN,10.0,2.302585092994046,,,roc_auc,0.6455175622000098,Train
Support Vector Machine,KNN,100.0,4.605170185988092,,,roc_auc,0.6477808769429705,Train
Decision Tree,KNN,,,1,2,roc_auc,0.7182861404617074,Train
Decision Tree,KNN,,,1,5,roc_auc,0.7136138093044645,Train
Decision Tree,KNN,,,1,10,roc_auc,0.7070591888831238,Train
Decision Tree,KNN,,,1,15,roc_auc,0.7027639954017303,Train
Decision Tree,KNN,,,1,20,roc_auc,0.6997474889463878,Train
Decision Tree,KNN,,,2,2,roc_auc,0.708705097898563,Train
Decision Tree,KNN,,,2,5,roc_auc,0.707790319886602,Train
Decision Tree,KNN,,,2,10,roc_auc,0.7031740847593253,Train
Decision Tree,KNN,,,2,15,roc_auc,0.6994396978821062,Train
Decision Tree,KNN,,,2,20,roc_auc,0.6971076118684675,Train
Decision Tree,KNN,,,5,2,roc_auc,0.694599299409569,Train
Decision Tree,KNN,,,5,5,roc_auc,0.694599299409569,Train
Decision Tree,KNN,,,5,10,roc_auc,0.694599299409569,Train
Decision Tree,KNN,,,5,15,roc_auc,0.6928607067010089,Train
Decision Tree,KNN,,,5,20,roc_auc,0.6919365514316341,Train
Random Forest,KNN,,,1,2,roc_auc,0.7152699387215034,Train
Random Forest,KNN,,,1,5,roc_auc,0.7095110306586904,Train
Random Forest,KNN,,,1,10,roc_auc,0.7029120447688523,Train
Random Forest,KNN,,,1,15,roc_auc,0.6988801602828753,Train
Random Forest,KNN,,,1,20,roc_auc,0.6962748071405725,Train
Random Forest,KNN,,,2,2,roc_auc,0.7054133271163087,Train
Random Forest,KNN,,,2,5,roc_auc,0.7045096711885763,Train
Random Forest,KNN,,,2,10,roc_auc,0.6998523022300881,Train
Random Forest,KNN,,,2,15,roc_auc,0.696527404004138,Train
Random Forest,KNN,,,2,20,roc_auc,0.6942798294677286,Train
Random Forest,KNN,,,5,2,roc_auc,0.6930481109831403,Train
Random Forest,KNN,,,5,5,roc_auc,0.6930481109831403,Train
Random Forest,KNN,,,5,10,roc_auc,0.6930481109831403,Train
Random Forest,KNN,,,5,15,roc_auc,0.6920194491978979,Train
Random Forest,KNN,,,5,20,roc_auc,0.690549217275405,Train
Logistic Regression,KNN,0.001,-6.907755278982137,,,roc_auc,0.6482687476163087,Train
Logistic Regression,KNN,0.01,-4.605170185988091,,,roc_auc,0.6482687476163087,Train
Logistic Regression,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6482687476163087,Train
Logistic Regression,KNN,1.0,0.0,,,roc_auc,0.6482687476163087,Train
Logistic Regression,KNN,10.0,2.302585092994046,,,roc_auc,0.6482687476163087,Train
Logistic Regression,KNN,100.0,4.605170185988092,,,roc_auc,0.6482687476163087,Train
Support Vector Machine,II,0.001,-6.907755278982137,,,roc_auc,0.6428574944910085,Train
Support Vector Machine,II,0.01,-4.605170185988091,,,roc_auc,0.6429902645181057,Train
Support Vector Machine,II,0.1,-2.3025850929940455,,,roc_auc,0.6351724111096859,Train
Support Vector Machine,II,1.0,0.0,,,roc_auc,0.6476214907284782,Train
Support Vector Machine,II,10.0,2.302585092994046,,,roc_auc,0.6502337182706978,Train
Support Vector Machine,II,100.0,4.605170185988092,,,roc_auc,0.65167757494079,Train
Decision Tree,II,,,1,2,roc_auc,0.7378643185999147,Train
Decision Tree,II,,,1,5,roc_auc,0.7328491029667237,Train
Decision Tree,II,,,1,10,roc_auc,0.7240097817334957,Train
Decision Tree,II,,,1,15,roc_auc,0.7182568010820749,Train
Decision Tree,II,,,1,20,roc_auc,0.7147594969148297,Train
Decision Tree,II,,,2,2,roc_auc,0.7276951580416264,Train
Decision Tree,II,,,2,5,roc_auc,0.7270591329105487,Train
Decision Tree,II,,,2,10,roc_auc,0.7211346730726564,Train
Decision Tree,II,,,2,15,roc_auc,0.7162247218027394,Train
Decision Tree,II,,,2,20,roc_auc,0.713037518970561,Train
Decision Tree,II,,,5,2,roc_auc,0.7110938763598292,Train
Decision Tree,II,,,5,5,roc_auc,0.7110938763598292,Train
Decision Tree,II,,,5,10,roc_auc,0.7110938763598292,Train
Decision Tree,II,,,5,15,roc_auc,0.708918649107509,Train
Decision Tree,II,,,5,20,roc_auc,0.7073289501565355,Train
Random Forest,II,,,1,2,roc_auc,0.7340319747678712,Train
Random Forest,II,,,1,5,roc_auc,0.727956403712714,Train
Random Forest,II,,,1,10,roc_auc,0.720908288455571,Train
Random Forest,II,,,1,15,roc_auc,0.7165625107949728,Train
Random Forest,II,,,1,20,roc_auc,0.7132017804806484,Train
Random Forest,II,,,2,2,roc_auc,0.7234466450280429,Train
Random Forest,II,,,2,5,roc_auc,0.7225175974916896,Train
Random Forest,II,,,2,10,roc_auc,0.7174062066423311,Train
Random Forest,II,,,2,15,roc_auc,0.7137242497197046,Train
Random Forest,II,,,2,20,roc_auc,0.7109379112536385,Train
Random Forest,II,,,5,2,roc_auc,0.7079973983272653,Train
Random Forest,II,,,5,5,roc_auc,0.7079973983272653,Train
Random Forest,II,,,5,10,roc_auc,0.7079973983272653,Train
Random Forest,II,,,5,15,roc_auc,0.7063456454377608,Train
Random Forest,II,,,5,20,roc_auc,0.7045648395473374,Train
Logistic Regression,None,0.001,-6.907755278982137,,,roc_auc,0.6485693551483019,Train
Logistic Regression,None,0.01,-4.605170185988091,,,roc_auc,0.6485693551483019,Train
Logistic Regression,None,0.1,-2.3025850929940455,,,roc_auc,0.6485693551483019,Train
Logistic Regression,None,1.0,0.0,,,roc_auc,0.6485693551483019,Train
Logistic Regression,None,10.0,2.302585092994046,,,roc_auc,0.6485693551483019,Train
Logistic Regression,None,100.0,4.605170185988092,,,roc_auc,0.6485693551483019,Train
Support Vector Machine,None,0.001,-6.907755278982137,,,roc_auc,0.6422032169533775,Train
Support Vector Machine,None,0.01,-4.605170185988091,,,roc_auc,0.6423533965512732,Train
Support Vector Machine,None,0.1,-2.3025850929940455,,,roc_auc,0.6342216505726123,Train
Support Vector Machine,None,1.0,0.0,,,roc_auc,0.6459253064534836,Train
Support Vector Machine,None,10.0,2.302585092994046,,,roc_auc,0.6438461522401067,Train
Support Vector Machine,None,100.0,4.605170185988092,,,roc_auc,0.6422783892155063,Train
Decision Tree,None,,,1,2,roc_auc,0.7216972012087159,Train
Decision Tree,None,,,1,5,roc_auc,0.7166983190607484,Train
Decision Tree,None,,,1,10,roc_auc,0.7104160457396776,Train
Decision Tree,None,,,1,15,roc_auc,0.7081277720786362,Train
Decision Tree,None,,,1,20,roc_auc,0.7059756827464178,Train
Decision Tree,None,,,2,2,roc_auc,0.7122190623976894,Train
Decision Tree,None,,,2,5,roc_auc,0.7112713548828216,Train
Decision Tree,None,,,2,10,roc_auc,0.7064345124717548,Train
Decision Tree,None,,,2,15,roc_auc,0.7043961332177591,Train
Decision Tree,None,,,2,20,roc_auc,0.7025798410562811,Train
Decision Tree,None,,,5,2,roc_auc,0.6982076025138729,Train
Decision Tree,None,,,5,5,roc_auc,0.6982076025138729,Train
Decision Tree,None,,,5,10,roc_auc,0.6982076025138729,Train
Decision Tree,None,,,5,15,roc_auc,0.6971840655728325,Train
Decision Tree,None,,,5,20,roc_auc,0.6960768460509278,Train
Random Forest,None,,,1,2,roc_auc,0.7185443087052925,Train
Random Forest,None,,,1,5,roc_auc,0.7130214945127046,Train
Random Forest,None,,,1,10,roc_auc,0.7068959276865896,Train
Random Forest,None,,,1,15,roc_auc,0.703174797360207,Train
Random Forest,None,,,1,20,roc_auc,0.7008775561129689,Train
Random Forest,None,,,2,2,roc_auc,0.7096975971602204,Train
Random Forest,None,,,2,5,roc_auc,0.7087270057510724,Train
Random Forest,None,,,2,10,roc_auc,0.703634316355464,Train
Random Forest,None,,,2,15,roc_auc,0.70045573016953,Train
Random Forest,None,,,2,20,roc_auc,0.6984484717251003,Train
Random Forest,None,,,5,2,roc_auc,0.6969618166666203,Train
Random Forest,None,,,5,5,roc_auc,0.6969618166666203,Train
Random Forest,None,,,5,10,roc_auc,0.6969618166666203,Train
Random Forest,None,,,5,15,roc_auc,0.6955838608448739,Train
Random Forest,None,,,5,20,roc_auc,0.6944363470818129,Train
Logistic Regression,MICE,0.001,-6.907755278982137,,,roc_auc,0.6489358281794578,Train
Logistic Regression,MICE,0.01,-4.605170185988091,,,roc_auc,0.6489358281794578,Train
Logistic Regression,MICE,0.1,-2.3025850929940455,,,roc_auc,0.6489358281794578,Train
Logistic Regression,MICE,1.0,0.0,,,roc_auc,0.6489358281794578,Train
Logistic Regression,MICE,10.0,2.302585092994046,,,roc_auc,0.6489358281794578,Train
Logistic Regression,MICE,100.0,4.605170185988092,,,roc_auc,0.6489358281794578,Train
Support Vector Machine,MICE,0.001,-6.907755278982137,,,roc_auc,0.6432741746468089,Train
Support Vector Machine,MICE,0.01,-4.605170185988091,,,roc_auc,0.6432920976005118,Train
Support Vector Machine,MICE,0.1,-2.3025850929940455,,,roc_auc,0.6373763766687599,Train
Support Vector Machine,MICE,1.0,0.0,,,roc_auc,0.6473085896650009,Train
Support Vector Machine,MICE,10.0,2.302585092994046,,,roc_auc,0.6539312132094868,Train
Support Vector Machine,MICE,100.0,4.605170185988092,,,roc_auc,0.6526850576126779,Train
Decision Tree,MICE,,,1,2,roc_auc,0.7424056546141843,Train
Decision Tree,MICE,,,1,5,roc_auc,0.7358765719826229,Train
Decision Tree,MICE,,,1,10,roc_auc,0.726453259146322,Train
Decision Tree,MICE,,,1,15,roc_auc,0.7203820853289187,Train
Decision Tree,MICE,,,1,20,roc_auc,0.7155013441555483,Train
Decision Tree,MICE,,,2,2,roc_auc,0.7280826247652523,Train
Decision Tree,MICE,,,2,5,roc_auc,0.7271627004653929,Train
Decision Tree,MICE,,,2,10,roc_auc,0.7206008295612143,Train
Decision Tree,MICE,,,2,15,roc_auc,0.7154493399884029,Train
Decision Tree,MICE,,,2,20,roc_auc,0.7117497252028808,Train
Decision Tree,MICE,,,5,2,roc_auc,0.7081678337919931,Train
Decision Tree,MICE,,,5,5,roc_auc,0.7081678337919931,Train
Decision Tree,MICE,,,5,10,roc_auc,0.7081678337919931,Train
Decision Tree,MICE,,,5,15,roc_auc,0.7057801094992182,Train
Decision Tree,MICE,,,5,20,roc_auc,0.7038109405351468,Train
Random Forest,MICE,,,1,2,roc_auc,0.7383349004554695,Train
Random Forest,MICE,,,1,5,roc_auc,0.7315532639203025,Train
Random Forest,MICE,,,1,10,roc_auc,0.7228348724801784,Train
Random Forest,MICE,,,1,15,roc_auc,0.7171099362148704,Train
Random Forest,MICE,,,1,20,roc_auc,0.7123913856762757,Train
Random Forest,MICE,,,2,2,roc_auc,0.7256238043788777,Train
Random Forest,MICE,,,2,5,roc_auc,0.7245806320242832,Train
Random Forest,MICE,,,2,10,roc_auc,0.7178507302767894,Train
Random Forest,MICE,,,2,15,roc_auc,0.7128053375814135,Train
Random Forest,MICE,,,2,20,roc_auc,0.7092164992298583,Train
Random Forest,MICE,,,5,2,roc_auc,0.7058248587848952,Train
Random Forest,MICE,,,5,5,roc_auc,0.7058248587848952,Train
Random Forest,MICE,,,5,10,roc_auc,0.7058248587848952,Train
Random Forest,MICE,,,5,15,roc_auc,0.7035681312845804,Train
Random Forest,MICE,,,5,20,roc_auc,0.7012672779678278,Train
Logistic Regression,KNN,0.001,-6.907755278982137,,,roc_auc,0.6480598633554481,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,roc_auc,0.6480598633554481,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6480598633554481,Validation
Logistic Regression,KNN,1.0,0.0,,,roc_auc,0.6480598633554481,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,roc_auc,0.6480598633554481,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,roc_auc,0.6480598633554481,Validation
Support Vector Machine,KNN,0.001,-6.907755278982137,,,roc_auc,0.6392108413619729,Validation
Support Vector Machine,KNN,0.01,-4.605170185988091,,,roc_auc,0.6396424159055564,Validation
Support Vector Machine,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6309945201003452,Validation
Support Vector Machine,KNN,1.0,0.0,,,roc_auc,0.6294379147699839,Validation
Support Vector Machine,KNN,10.0,2.302585092994046,,,roc_auc,0.6206262773503158,Validation
Support Vector Machine,KNN,100.0,4.605170185988092,,,roc_auc,0.6145951607706978,Validation
Decision Tree,KNN,,,1,2,roc_auc,0.6019955478531354,Validation
Decision Tree,KNN,,,1,5,roc_auc,0.6037018359431477,Validation
Decision Tree,KNN,,,1,10,roc_auc,0.6058848862847709,Validation
Decision Tree,KNN,,,1,15,roc_auc,0.6071680536425764,Validation
Decision Tree,KNN,,,1,20,roc_auc,0.6089171196448476,Validation
Decision Tree,KNN,,,2,2,roc_auc,0.6062891417838444,Validation
Decision Tree,KNN,,,2,5,roc_auc,0.6060319149510929,Validation
Decision Tree,KNN,,,2,10,roc_auc,0.6085815173391956,Validation
Decision Tree,KNN,,,2,15,roc_auc,0.6091870663938521,Validation
Decision Tree,KNN,,,2,20,roc_auc,0.6111725475431828,Validation
Decision Tree,KNN,,,5,2,roc_auc,0.6122416233244035,Validation
Decision Tree,KNN,,,5,5,roc_auc,0.6122416233244035,Validation
Decision Tree,KNN,,,5,10,roc_auc,0.6122416233244035,Validation
Decision Tree,KNN,,,5,15,roc_auc,0.6126371052524326,Validation
Decision Tree,KNN,,,5,20,roc_auc,0.6143177265363644,Validation
Random Forest,KNN,,,1,2,roc_auc,0.6036146164287526,Validation
Random Forest,KNN,,,1,5,roc_auc,0.6071890112608255,Validation
Random Forest,KNN,,,1,10,roc_auc,0.6127461274432252,Validation
Random Forest,KNN,,,1,15,roc_auc,0.6155602098351614,Validation
Random Forest,KNN,,,1,20,roc_auc,0.617411750736152,Validation
Random Forest,KNN,,,2,2,roc_auc,0.6120227438679845,Validation
Random Forest,KNN,,,2,5,roc_auc,0.6127560628958163,Validation
Random Forest,KNN,,,2,10,roc_auc,0.6164438684659651,Validation
Random Forest,KNN,,,2,15,roc_auc,0.6184914387799123,Validation
Random Forest,KNN,,,2,20,roc_auc,0.6199870674978892,Validation
Random Forest,KNN,,,5,2,roc_auc,0.6228994356139097,Validation
Random Forest,KNN,,,5,5,roc_auc,0.6228994356139097,Validation
Random Forest,KNN,,,5,10,roc_auc,0.6228994356139097,Validation
Random Forest,KNN,,,5,15,roc_auc,0.6236854729982488,Validation
Random Forest,KNN,,,5,20,roc_auc,0.6240854148248921,Validation
Logistic Regression,KNN,0.001,-6.907755278982137,,,roc_auc,0.6476674316234032,Validation
Logistic Regression,KNN,0.01,-4.605170185988091,,,roc_auc,0.6476674316234032,Validation
Logistic Regression,KNN,0.1,-2.3025850929940455,,,roc_auc,0.6476674316234032,Validation
Logistic Regression,KNN,1.0,0.0,,,roc_auc,0.6476674316234032,Validation
Logistic Regression,KNN,10.0,2.302585092994046,,,roc_auc,0.6476674316234032,Validation
Logistic Regression,KNN,100.0,4.605170185988092,,,roc_auc,0.6476674316234032,Validation
Support Vector Machine,II,0.001,-6.907755278982137,,,roc_auc,0.638624076793059,Validation
Support Vector Machine,II,0.01,-4.605170185988091,,,roc_auc,0.6390281238170508,Validation
Support Vector Machine,II,0.1,-2.3025850929940455,,,roc_auc,0.6293058014680639,Validation
Support Vector Machine,II,1.0,0.0,,,roc_auc,0.6316098569132744,Validation
Support Vector Machine,II,10.0,2.302585092994046,,,roc_auc,0.6266337123351593,Validation
Support Vector Machine,II,100.0,4.605170185988092,,,roc_auc,0.6202250462080613,Validation
Decision Tree,II,,,1,2,roc_auc,0.5920936970407227,Validation
Decision Tree,II,,,1,5,roc_auc,0.5946853077450431,Validation
Decision Tree,II,,,1,10,roc_auc,0.5998661496014838,Validation
Decision Tree,II,,,1,15,roc_auc,0.6021735494568079,Validation
Decision Tree,II,,,1,20,roc_auc,0.6040180365593649,Validation
Decision Tree,II,,,2,2,roc_auc,0.5981643029115923,Validation
Decision Tree,II,,,2,5,roc_auc,0.5979995885112964,Validation
Decision Tree,II,,,2,10,roc_auc,0.6005803094756799,Validation
Decision Tree,II,,,2,15,roc_auc,0.6023893390776146,Validation
Decision Tree,II,,,2,20,roc_auc,0.6046498954629597,Validation
Decision Tree,II,,,5,2,roc_auc,0.6070866071261832,Validation
Decision Tree,II,,,5,5,roc_auc,0.6070866071261832,Validation
Decision Tree,II,,,5,10,roc_auc,0.6070866071261832,Validation
Decision Tree,II,,,5,15,roc_auc,0.6068719250659514,Validation
Decision Tree,II,,,5,20,roc_auc,0.6074765803203985,Validation
Random Forest,II,,,1,2,roc_auc,0.5969091927762621,Validation
Random Forest,II,,,1,5,roc_auc,0.6015828526367752,Validation
Random Forest,II,,,1,10,roc_auc,0.606966529589896,Validation
Random Forest,II,,,1,15,roc_auc,0.6100440178985548,Validation
Random Forest,II,,,1,20,roc_auc,0.6134219845723742,Validation
Random Forest,II,,,2,2,roc_auc,0.6065959624895192,Validation
Random Forest,II,,,2,5,roc_auc,0.606797919348214,Validation
Random Forest,II,,,2,10,roc_auc,0.6102128838892452,Validation
Random Forest,II,,,2,15,roc_auc,0.6129365030706911,Validation
Random Forest,II,,,2,20,roc_auc,0.6155530767574715,Validation
Random Forest,II,,,5,2,roc_auc,0.6206296845965807,Validation
Random Forest,II,,,5,5,roc_auc,0.6206296845965807,Validation
Random Forest,II,,,5,10,roc_auc,0.6206296845965807,Validation
Random Forest,II,,,5,15,roc_auc,0.6210200057386436,Validation
Random Forest,II,,,5,20,roc_auc,0.62225029706231,Validation
Logistic Regression,None,0.001,-6.907755278982137,,,roc_auc,0.647254379087697,Validation
Logistic Regression,None,0.01,-4.605170185988091,,,roc_auc,0.647254379087697,Validation
Logistic Regression,None,0.1,-2.3025850929940455,,,roc_auc,0.647254379087697,Validation
Logistic Regression,None,1.0,0.0,,,roc_auc,0.647254379087697,Validation
Logistic Regression,None,10.0,2.302585092994046,,,roc_auc,0.647254379087697,Validation
Logistic Regression,None,100.0,4.605170185988092,,,roc_auc,0.647254379087697,Validation
Support Vector Machine,None,0.001,-6.907755278982137,,,roc_auc,0.6379281002847926,Validation
Support Vector Machine,None,0.01,-4.605170185988091,,,roc_auc,0.6381325522479796,Validation
Support Vector Machine,None,0.1,-2.3025850929940455,,,roc_auc,0.6314687515619296,Validation
Support Vector Machine,None,1.0,0.0,,,roc_auc,0.6304685600224159,Validation
Support Vector Machine,None,10.0,2.302585092994046,,,roc_auc,0.6230917889685138,Validation
Support Vector Machine,None,100.0,4.605170185988092,,,roc_auc,0.6208642706876651,Validation
Decision Tree,None,,,1,2,roc_auc,0.6048909117301844,Validation
Decision Tree,None,,,1,5,roc_auc,0.6056751492788218,Validation
Decision Tree,None,,,1,10,roc_auc,0.6064641891500029,Validation
Decision Tree,None,,,1,15,roc_auc,0.6067002363577526,Validation
Decision Tree,None,,,1,20,roc_auc,0.6071898386984876,Validation
Decision Tree,None,,,2,2,roc_auc,0.6071945685400811,Validation
Decision Tree,None,,,2,5,roc_auc,0.607458597389489,Validation
Decision Tree,None,,,2,10,roc_auc,0.6075610529498202,Validation
Decision Tree,None,,,2,15,roc_auc,0.6082117055799099,Validation
Decision Tree,None,,,2,20,roc_auc,0.6086896464326114,Validation
Decision Tree,None,,,5,2,roc_auc,0.6094468807278434,Validation
